baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000145050	5842.60548189792	-2.75758195676608	0.152620641965476	-18.0682109657871	5.67234459028731e-73	8.56240415903869e-69
ENSG00000149131	1344.75488593983	2.15721356021385	0.142387399418458	15.1503122398779	7.54074987024238e-52	5.69138096456544e-48
ENSG00000044574	124927.235296073	-2.03733163773431	0.134764550713486	-15.1177117939994	1.23769129149794e-51	6.2276500150538e-48
ENSG00000128228	1677.07120629315	-2.84014618186413	0.190636035206889	-14.8982650566659	3.38248951894596e-50	1.27646698221223e-46
ENSG00000179218	78816.9965874152	-2.23150669842395	0.159779071727157	-13.9662014198864	2.50642842849533e-44	7.56690742562741e-41
ENSG00000090520	6753.45287623265	-2.1420964137913	0.154651442821562	-13.8511246627221	1.25235769694519e-43	3.15072323923128e-40
ENSG00000149428	25441.678636857	-2.27518477184493	0.177240914186854	-12.8366792863997	1.0216343397229e-37	1.92769629476464e-34
ENSG00000280682	25441.678636857	-2.27518477184493	0.177240914186854	-12.8366792863997	1.0216343397229e-37	1.92769629476464e-34
ENSG00000184164	1980.44242232187	-2.21855753838733	0.176992349848711	-12.5347651482321	4.81786563716865e-36	8.08063131034009e-33
ENSG00000111181	400.410279009133	-2.65044402514451	0.21375682988444	-12.3993419371787	2.63478464954261e-35	3.97720742848457e-32
ENSG00000158887	1374.11745797581	1.68530127976138	0.136088562542855	12.3838568669624	3.19606418532305e-35	4.38587171613196e-32
ENSG00000051108	19834.1592158313	-1.76515815873456	0.142965998188487	-12.3466990830041	5.0751362422564e-35	6.38409846473837e-32
ENSG00000155660	46305.8365311471	-1.5926696124821	0.131365048105964	-12.1239982434094	7.8818068272894e-34	9.15199031214872e-31
ENSG00000124839	3956.24582595208	-1.76444025307795	0.146046362928073	-12.0813707216175	1.32492407120015e-33	1.42855206105474e-30
ENSG00000150961	2520.25608239296	-1.73122467759392	0.144939616877748	-11.9444546279859	6.94041107807846e-33	6.98436701490629e-30
ENSG00000273604	3501.26026647931	-1.42981148281224	0.124036743469568	-11.5273220081197	9.60862475938397e-31	8.53189357311182e-28
ENSG00000277303	3501.26026647931	-1.42981148281224	0.124036743469568	-11.5273220081197	9.60862475938397e-31	8.53189357311182e-28
ENSG00000225972	3262.33309442602	-2.48560215047687	0.215859167736059	-11.5149251085602	1.10955896457245e-30	9.30488476123393e-28
ENSG00000052802	2641.81806084995	1.7521868380084	0.16026571057357	10.9330113830186	8.01438160967332e-28	6.36721528410625e-25
ENSG00000102580	5718.95058312993	-1.7388954402094	0.159374617100208	-10.9107427007405	1.02416169373318e-27	7.72986038345119e-25
ENSG00000117394	21345.1538125219	-1.20092960384344	0.111178023181713	-10.8018614603409	3.37295107851549e-27	2.42450935858054e-24
ENSG00000166598	98643.0337926049	-1.54444528586288	0.144712526511697	-10.6725058506808	1.36884182545181e-26	9.3921215250887e-24
ENSG00000198074	1723.44098241079	-1.54534538309254	0.147088287464684	-10.50624362911	8.08500251964159e-26	5.2208379629281e-23
ENSG00000168003	27421.9128798981	-1.69818764411527	0.161674282905627	-10.5037586287396	8.30076920240308e-26	5.2208379629281e-23
ENSG00000070081	1479.06702547821	-1.89666847050895	0.183193778897042	-10.3533454134101	4.04113162541105e-25	2.44003527542319e-22
ENSG00000128590	2439.85765908829	-1.78161876718325	0.172513595973225	-10.3274107593222	5.29711389295646e-25	3.07538208516068e-22
ENSG00000265972	4465.84891831426	5.37855938980936	0.524505608462138	10.2545317019191	1.12922025310736e-24	6.31317767431691e-22
ENSG00000182378	9661.78692162846	-1.34437209006979	0.131650208158361	-10.2116974129859	1.75762772835796e-24	9.4754966284155e-22
ENSG00000071537	9560.95174655621	-1.61905603478023	0.159095026131759	-10.1766602900544	2.520641723576e-24	1.31203747646137e-21
ENSG00000104760	17646.4206075731	1.42053085018574	0.14033709212718	10.122276503338	4.40059179613172e-24	2.21423110542028e-21
ENSG00000130487	693.838155415477	-2.49168778970562	0.246591536616283	-10.1045146313472	5.27561555846167e-24	2.56888441467674e-21
ENSG00000121073	4043.382160423	-1.41640374947805	0.140497880876049	-10.0813175305302	6.6823990109309e-24	3.15221290843756e-21
ENSG00000135048	7854.81270224695	-1.23993064804077	0.125313268459594	-9.89464773589052	4.39153740897388e-23	2.0087956723776e-20
ENSG00000174437	18643.7784573063	-1.16960171363842	0.118270383187421	-9.8892189415246	4.63630990786101e-23	2.05838523703418e-20
ENSG00000113889	371.599295315554	1.93235923475597	0.195649061234301	9.87665988564014	5.25555262231495e-23	2.26664476668126e-20
ENSG00000283149	697.751225932356	-1.96490974931142	0.200741756446534	-9.78824627269193	1.26470357847316e-22	5.30297236584786e-20
ENSG00000169174	4056.02320044245	1.91089462555089	0.195283619584766	9.78522740214489	1.3030204570117e-22	5.31597129691665e-20
ENSG00000131871	2969.1559682836	-1.44738007164034	0.148214558984103	-9.76543790003505	1.58426105431883e-22	6.29326858287968e-20
ENSG00000151632	19527.0235225592	-1.04846937095995	0.108876719536672	-9.62987657436545	5.9801265190885e-22	2.31461563604207e-19
ENSG00000167797	1523.45023601295	-1.53580555437766	0.160698635212983	-9.55705412396418	1.21156208808561e-21	4.57213242991306e-19
ENSG00000122194	1744.18456679331	1.29763560188107	0.136200248728213	9.52740992764624	1.61256193101085e-21	5.93698106063628e-19
ENSG00000140465	508.248940313592	-1.88621943097445	0.198914950710082	-9.48254228373015	2.48161947140759e-21	8.91905855259467e-19
ENSG00000187775	369.704631907991	-2.04616500493567	0.217040218911142	-9.42758450577028	4.19641195396963e-21	1.47313577779469e-18
ENSG00000108389	4948.48796734187	-1.14250391542889	0.121533660754834	-9.400720000804	5.41909591749134e-21	1.85911938351209e-18
ENSG00000275395	1926.88962192406	-1.67228047743915	0.178184853453578	-9.38508770541949	6.28640999593256e-21	2.1087413086356e-18
ENSG00000162676	819.702758471896	-1.68538076254872	0.1800657495128	-9.35980755423405	7.98820561720323e-21	2.62134703894963e-18
ENSG00000118523	22243.7610068019	1.5162711680937	0.162823062131745	9.31238577780122	1.24992604486647e-20	4.01439013771475e-18
ENSG00000162298	5201.58957194055	-1.30982564319109	0.14087075819553	-9.29806625568836	1.43023103410959e-20	4.49777863747588e-18
ENSG00000187134	49594.1249198615	-1.13814303520692	0.122461065618089	-9.29391745419206	1.48711758666118e-20	4.58123264707154e-18
ENSG00000117983	240.366491510604	2.87143850937144	0.310973710031887	9.23370181060323	2.61436900315595e-20	7.8927800205278e-18
ENSG00000143870	48366.5519058323	-1.23602114881111	0.134266382239759	-9.20573808717032	3.39331055509702e-20	9.87314553369828e-18
ENSG00000140450	196.500442012753	3.27795296595032	0.356086733771314	9.20549027826318	3.40114983605373e-20	9.87314553369828e-18
ENSG00000155090	1777.36088024642	2.19033020195951	0.23847762223673	9.18463619947213	4.12920698204154e-20	1.17604489422485e-17
ENSG00000197355	814.861441149056	-1.64558376578956	0.180683615881307	-9.10754280493572	8.42688484302245e-20	2.35562642047081e-17
ENSG00000113811	2167.3728237985	-1.58827451791735	0.176741403016443	-8.98643153675531	2.55387676435628e-19	7.00923086508327e-17
ENSG00000149591	566.986180868742	-1.39841402787002	0.155973283233832	-8.96572796876722	3.08237965813711e-19	8.30866445349638e-17
ENSG00000134109	3787.39102777222	-1.21390548911813	0.136132504127906	-8.91708778072269	4.78710233771328e-19	1.26774227697863e-16
ENSG00000167244	251049.323993344	1.10723286824614	0.125152373071406	8.84707849378455	8.98402043053756e-19	2.33816876549939e-16
ENSG00000184557	338.93219960962	1.89158721790648	0.217164120178399	8.71040398548594	3.02793706053371e-18	7.7468999879248e-16
ENSG00000146215	92.6161416502802	3.08895647572019	0.355288673746312	8.6942160107412	3.49232726402985e-18	8.78611334175511e-16
ENSG00000141504	3267.34048203744	-1.3387223109546	0.154698314749669	-8.6537614396182	4.98293108270755e-18	1.23307122448312e-15
ENSG00000052841	6418.44796000707	-1.20180818678591	0.139647423924621	-8.60601759066193	7.56426623823742e-18	1.84165482042248e-15
ENSG00000112972	4494.43146070859	1.3253160217393	0.154329547757999	8.58757147281676	8.8826864895944e-18	2.12831988191155e-15
ENSG00000183255	20328.3260039957	-1.00858292128274	0.117909232845508	-8.55389265914612	1.19005580558413e-17	2.80685818520195e-15
ENSG00000182551	4458.03834696538	-1.33336463737969	0.156312005686774	-8.53014860580544	1.46159840310218e-17	3.39428121458883e-15
ENSG00000186910	4650.59285538235	1.20978359563123	0.142082016641241	8.51468485759144	1.67043953217665e-17	3.82049768760704e-15
ENSG00000104549	4649.61813812071	1.12553820245106	0.132669763840366	8.48375824204646	2.18034538828989e-17	4.91228561734864e-15
ENSG00000140105	8133.41300002249	-1.34434296563921	0.1589463350483	-8.45784185732058	2.72371139582628e-17	6.04623875294084e-15
ENSG00000109501	4007.71259320295	-1.21708365840813	0.144154871005082	-8.4428895806457	3.09587524224072e-17	6.77278793936576e-15
ENSG00000112337	4301.53635202028	-1.32358469229603	0.157875682641327	-8.3837147694433	5.12829754973622e-17	1.10588073590383e-14
ENSG00000136826	107.070551195656	-2.78257184547331	0.333273175310518	-8.34922235454662	6.87138703561127e-17	1.46089559581059e-14
ENSG00000081181	4534.5622292428	-1.56044716333318	0.187256010202432	-8.33322872598999	7.86669746544301e-17	1.64927497556753e-14
ENSG00000127022	10433.8233250553	-1.36865020969778	0.165141122228316	-8.28776134756764	1.15399831959212e-16	2.38624721017028e-14
ENSG00000101670	327.528847173404	1.83570194591971	0.221975703141223	8.26983277873353	1.3414703311822e-16	2.7304090718666e-14
ENSG00000160862	11351.7980148612	-1.04854415395474	0.126811980758003	-8.26849440949666	1.35661265578002e-16	2.7304090718666e-14
ENSG00000103888	791.318139231625	-1.43017301584512	0.173241681028204	-8.2553633014695	1.51440867346193e-16	3.00789459551418e-14
ENSG00000164889	6372.08071708158	-1.31351743203249	0.159450558074263	-8.23777256032385	1.75446300002343e-16	3.43943103705892e-14
ENSG00000198743	1036.73805558952	-1.3183890318946	0.161218847353043	-8.17763588774175	2.89466908026132e-16	5.60192689314674e-14
ENSG00000156096	1109.65191697582	-1.72667261274887	0.21241524991283	-8.12876012177777	4.33703600036481e-16	8.28703271208947e-14
ENSG00000131069	2076.81373005857	1.07198153239135	0.131938484710172	8.12485860168974	4.47884235564222e-16	8.45101566980242e-14
ENSG00000198018	924.480829451663	-1.38775017421947	0.170931760252386	-8.11873798158056	4.71056269417444e-16	8.7785115887115e-14
ENSG00000167004	47878.8192247771	-1.22022907275974	0.150784079837896	-8.09255906904482	5.84240528729174e-16	1.07550131477645e-13
ENSG00000108829	9385.92394644684	-1.15016815492201	0.142296029996186	-8.08292511711561	6.32314531984645e-16	1.14997444100099e-13
ENSG00000067064	1598.70538180654	1.24447482283634	0.154129920967403	8.07419360903667	6.79240282857558e-16	1.22061096068272e-13
ENSG00000078081	83.9711470923691	-3.34267731361096	0.41506105156382	-8.05345936704201	8.04861272204401e-16	1.42933892987358e-13
ENSG00000177311	3719.33777018155	-1.45715257551041	0.181033715567723	-8.04906738471765	8.34273074834633e-16	1.46434326332893e-13
ENSG00000166794	33096.7303460902	-1.12509694968388	0.140785101351644	-7.99159100559713	1.33208329740637e-15	2.3112410775114e-13
ENSG00000130598	523.613385034688	2.23137671013283	0.279349766115565	7.98775220455966	1.37421319027411e-15	2.3572441030895e-13
ENSG00000165507	19896.2113629632	1.07089993165515	0.134756292339957	7.94693823241692	1.91177673181848e-15	3.24250222098875e-13
ENSG00000206450	480.229825897739	1.24007971676432	0.156326264641388	7.93263831646625	2.14538562529117e-15	3.59828844597447e-13
ENSG00000239754	5864.42643507943	0.967386687851511	0.122487567431532	7.89783574069472	2.83787789756444e-15	4.70744690810277e-13
ENSG00000005187	7147.87528838635	1.2981681566598	0.164765103325501	7.87890233100637	3.30269518962249e-15	5.41893303123386e-13
ENSG00000251201	242.700434170127	-1.79782149434185	0.228922944007867	-7.85339146381092	4.04935243332408e-15	6.57257795494914e-13
ENSG00000100100	178.689485558199	2.13181357166565	0.271767604805919	7.84425197840659	4.35541784344044e-15	6.98873887389732e-13
